timestamp,open,high,low,close,volume,oi
2020-12-24 00:00:00+05:30,194.85,205.9,194.0,199.3,33020905,0
2020-12-28 00:00:00+05:30,200.95,205.95,199.65,203.2,21567085,0
2020-12-29 00:00:00+05:30,205.55,209.9,204.4,207.0,20672180,0
2020-12-30 00:00:00+05:30,208.6,211.0,206.5,207.8,20204065,0
2020-12-31 00:00:00+05:30,208.6,210.2,206.6,209.3,11010990,0
2021-01-01 00:00:00+05:30,209.6,215.4,209.3,214.15,12981435,0
2021-01-04 00:00:00+05:30,216.8,217.6,212.7,215.35,11008350,0
2021-01-05 00:00:00+05:30,214.0,223.9,211.75,222.85,15930660,0
2021-01-06 00:00:00+05:30,223.6,241.7,223.3,239.45,44538525,0
2021-01-07 00:00:00+05:30,240.0,263.4,239.6,261.35,45813230,0
2021-01-08 00:00:00+05:30,261.25,262.65,253.0,259.15,31324270,0
2021-01-11 00:00:00+05:30,260.9,262.9,248.2,250.35,15045560,0
2021-01-12 00:00:00+05:30,249.0,262.0,246.05,252.5,24395200,0
2021-01-13 00:00:00+05:30,254.8,256.15,235.5,243.35,26536710,0
2021-01-14 00:00:00+05:30,244.0,248.8,236.85,243.7,21198275,0
2021-01-15 00:00:00+05:30,243.8,250.5,238.25,240.9,17385480,0
2021-01-18 00:00:00+05:30,242.0,242.55,232.85,234.75,14423695,0
2021-01-19 00:00:00+05:30,236.6,248.7,235.0,245.65,21867515,0
2021-01-20 00:00:00+05:30,245.95,252.4,244.1,249.55,17042230,0
2021-01-21 00:00:00+05:30,251.15,255.25,238.85,241.3,16461875,0
2021-01-22 00:00:00+05:30,242.4,244.85,228.4,230.15,18964880,0
2021-01-25 00:00:00+05:30,237.6,252.95,237.6,240.2,36180365,0
2021-01-27 00:00:00+05:30,235.95,236.0,226.4,230.2,19598860,0
2021-01-28 00:00:00+05:30,220.8,230.55,219.5,222.2,24702255,0
2021-01-29 00:00:00+05:30,237.8,263.8,233.6,258.25,90681265,0
2021-02-01 00:00:00+05:30,256.5,268.95,253.25,266.4,30395260,0
2021-02-02 00:00:00+05:30,272.0,286.0,269.35,273.35,30730610,0
2021-02-03 00:00:00+05:30,274.2,295.25,271.4,293.05,28518195,0
2021-02-04 00:00:00+05:30,290.05,290.95,279.0,284.15,21005115,0
2021-02-05 00:00:00+05:30,285.8,294.2,274.4,276.9,16549455,0
2021-02-08 00:00:00+05:30,283.0,295.8,281.55,283.9,18317310,0
2021-02-09 00:00:00+05:30,286.0,288.75,278.0,282.6,11093915,0
2021-02-10 00:00:00+05:30,280.2,291.2,278.15,285.6,19081675,0
2021-02-11 00:00:00+05:30,284.0,289.6,281.65,288.25,8878860,0
2021-02-12 00:00:00+05:30,285.0,292.25,284.0,287.65,11134020,0
2021-02-15 00:00:00+05:30,290.0,307.0,289.0,302.65,24556900,0
2021-02-16 00:00:00+05:30,301.6,303.8,292.3,295.55,11625195,0
2021-02-17 00:00:00+05:30,296.8,301.75,289.65,291.95,13152705,0
2021-02-18 00:00:00+05:30,292.0,295.6,285.65,287.75,9516035,0
2021-02-19 00:00:00+05:30,286.55,289.2,276.2,280.9,10103260,0
2021-02-22 00:00:00+05:30,282.8,285.0,269.6,272.05,12281580,0
2021-02-23 00:00:00+05:30,274.0,279.0,267.25,275.5,10273085,0
2021-02-24 00:00:00+05:30,275.6,281.2,274.0,275.6,5331875,0
2021-02-25 00:00:00+05:30,278.4,280.95,274.3,276.05,10532480,0
2021-02-26 00:00:00+05:30,269.8,269.8,254.0,256.6,21843070,0
2021-03-01 00:00:00+05:30,261.0,269.15,260.65,266.7,9162830,0
2021-03-02 00:00:00+05:30,269.3,275.2,266.2,270.1,8570450,0
2021-03-03 00:00:00+05:30,273.0,275.8,266.25,272.45,9383425,0
2021-03-04 00:00:00+05:30,269.4,274.35,266.2,267.85,8576470,0
2021-03-05 00:00:00+05:30,265.8,267.15,254.4,257.85,11926800,0
2021-03-08 00:00:00+05:30,261.35,267.4,251.0,253.15,19094895,0
2021-03-09 00:00:00+05:30,256.0,260.35,251.0,254.05,10348870,0
2021-03-10 00:00:00+05:30,258.25,265.95,258.0,263.1,15206235,0
2021-03-12 00:00:00+05:30,268.2,268.4,262.1,265.1,12544700,0
2021-03-15 00:00:00+05:30,267.6,268.35,247.65,255.3,18506180,0
2021-03-16 00:00:00+05:30,257.8,266.35,256.1,264.6,12723425,0
2021-03-17 00:00:00+05:30,265.6,265.8,258.0,264.3,11266530,0
2021-03-18 00:00:00+05:30,267.6,273.55,260.6,265.15,14562505,0
2021-03-19 00:00:00+05:30,262.55,275.9,260.1,274.8,14402385,0
2021-03-22 00:00:00+05:30,273.8,278.0,269.4,276.3,9335185,0
2021-03-23 00:00:00+05:30,279.8,286.8,278.3,281.25,14529820,0
2021-03-24 00:00:00+05:30,282.6,285.4,274.55,280.35,10501700,0
2021-03-25 00:00:00+05:30,281.4,281.5,270.3,274.4,10425355,0
2021-03-26 00:00:00+05:30,276.0,294.3,276.0,285.85,18748345,0
2021-03-30 00:00:00+05:30,288.7,289.0,282.2,284.1,11174055,0
2021-03-31 00:00:00+05:30,284.6,288.65,282.9,284.45,8632980,0
2021-04-01 00:00:00+05:30,289.0,295.8,285.1,294.55,12254460,0
2021-04-05 00:00:00+05:30,293.0,295.65,278.1,284.05,10865445,0
2021-04-06 00:00:00+05:30,286.4,291.8,283.0,287.85,9011680,0
2021-04-07 00:00:00+05:30,288.0,300.5,282.65,297.1,14184300,0
2021-04-08 00:00:00+05:30,298.0,302.0,294.65,298.85,11186950,0
2021-04-09 00:00:00+05:30,297.8,299.35,291.0,293.9,10218235,0
2021-04-12 00:00:00+05:30,282.0,283.2,258.6,260.2,24289800,0
2021-04-13 00:00:00+05:30,263.0,279.7,262.2,276.45,21252365,0
2021-04-15 00:00:00+05:30,275.0,277.65,262.2,276.15,17951785,0
2021-04-16 00:00:00+05:30,275.05,279.0,273.1,275.6,12006190,0
2021-04-19 00:00:00+05:30,260.4,270.65,257.45,268.55,14272335,0
2021-04-20 00:00:00+05:30,275.8,277.2,264.5,269.0,12498725,0
2021-04-22 00:00:00+05:30,263.6,266.4,258.25,265.25,19593930,0
2021-04-23 00:00:00+05:30,263.0,277.55,262.3,276.15,17606370,0
2021-04-26 00:00:00+05:30,275.8,275.9,265.3,267.8,13382655,0
2021-04-27 00:00:00+05:30,270.9,271.55,263.8,265.0,8343800,0
2021-04-28 00:00:00+05:30,265.6,282.95,265.0,280.95,17059815,0
2021-04-29 00:00:00+05:30,284.2,286.9,278.0,283.25,14470055,0
2021-04-30 00:00:00+05:30,286.0,289.0,267.15,269.0,20775365,0
2021-05-03 00:00:00+05:30,266.8,266.9,255.15,259.75,14320405,0
2021-05-04 00:00:00+05:30,265.0,269.85,257.1,258.25,13762810,0
2021-05-05 00:00:00+05:30,262.0,262.0,254.4,257.4,12337230,0
2021-05-06 00:00:00+05:30,259.2,263.4,254.6,262.3,11816670,0
2021-05-07 00:00:00+05:30,263.0,264.6,258.5,259.55,6920815,0
2021-05-10 00:00:00+05:30,259.8,268.2,259.25,266.55,9092755,0
2021-05-11 00:00:00+05:30,264.8,269.7,262.5,268.5,7293410,0
2021-05-12 00:00:00+05:30,269.0,271.2,265.75,268.8,7632385,0
2021-05-14 00:00:00+05:30,269.2,274.4,264.8,265.3,9702620,0
2021-05-17 00:00:00+05:30,265.9,279.6,264.05,277.8,9550025,0
2021-05-18 00:00:00+05:30,281.0,293.0,281.0,290.05,15594255,0
2021-05-19 00:00:00+05:30,287.6,291.95,281.0,282.25,6901040,0
2021-05-20 00:00:00+05:30,283.0,285.7,279.2,283.2,6123645,0
2021-05-21 00:00:00+05:30,286.6,297.6,284.0,295.75,11258915,0
2021-05-24 00:00:00+05:30,295.2,296.6,289.4,291.85,6487950,0
2021-05-25 00:00:00+05:30,293.0,295.3,285.45,286.85,5680010,0
2021-05-26 00:00:00+05:30,287.6,291.15,285.7,286.55,6131915,0
2021-05-27 00:00:00+05:30,287.1,289.95,283.0,288.3,8648350,0
2021-05-28 00:00:00+05:30,289.5,302.9,289.2,291.0,17020950,0
2021-05-31 00:00:00+05:30,293.2,293.2,283.8,285.95,7634365,0
2021-06-01 00:00:00+05:30,287.0,287.05,277.65,282.25,9322935,0
2021-06-02 00:00:00+05:30,280.0,287.3,278.0,286.0,6900620,0
2021-06-03 00:00:00+05:30,287.0,289.2,282.0,283.55,5219995,0
2021-06-04 00:00:00+05:30,285.0,287.0,281.55,284.65,6313570,0
2021-06-07 00:00:00+05:30,284.5,302.9,282.35,297.5,23267725,0
2021-06-08 00:00:00+05:30,301.2,305.9,294.3,297.8,20367070,0
2021-06-09 00:00:00+05:30,297.0,297.8,284.8,287.4,16223270,0
2021-06-10 00:00:00+05:30,288.0,295.0,286.65,294.0,9991650,0
2021-06-11 00:00:00+05:30,294.4,298.8,292.0,295.05,8790865,0
2021-06-14 00:00:00+05:30,294.0,296.8,285.4,295.4,8612805,0
2021-06-15 00:00:00+05:30,295.0,295.0,288.5,290.15,11778790,0
2021-06-16 00:00:00+05:30,291.3,292.8,285.25,286.75,9827690,0
2021-06-17 00:00:00+05:30,280.4,287.4,278.6,282.3,12356210,0
2021-06-18 00:00:00+05:30,284.8,284.8,268.8,276.0,14779290,0
2021-06-21 00:00:00+05:30,271.0,278.0,267.65,276.6,7416025,0
2021-06-22 00:00:00+05:30,278.0,280.4,272.2,274.35,7917570,0
2021-06-23 00:00:00+05:30,275.0,277.2,272.25,273.35,4924915,0
2021-06-24 00:00:00+05:30,274.2,275.2,270.7,272.8,4667625,0
2021-06-25 00:00:00+05:30,272.8,275.6,271.15,273.6,6516880,0
2021-06-28 00:00:00+05:30,276.4,277.8,272.5,274.5,4102820,0
2021-06-29 00:00:00+05:30,274.5,279.2,269.65,271.55,5875000,0
2021-06-30 00:00:00+05:30,273.0,274.55,267.4,268.55,6968565,0
2021-07-01 00:00:00+05:30,269.95,273.05,266.0,271.1,5444075,0
2021-07-02 00:00:00+05:30,271.9,274.5,269.2,272.45,4228550,0
2021-07-05 00:00:00+05:30,273.0,275.6,272.5,274.9,2911235,0
2021-07-06 00:00:00+05:30,275.1,286.95,275.1,282.75,12255020,0
2021-07-07 00:00:00+05:30,284.0,290.0,282.45,288.85,7910955,0
2021-07-08 00:00:00+05:30,289.05,289.4,284.45,286.3,6176635,0
2021-07-09 00:00:00+05:30,285.8,292.0,283.6,291.15,5637260,0
2021-07-12 00:00:00+05:30,292.8,293.55,289.4,290.5,4330990,0
2021-07-13 00:00:00+05:30,293.0,293.0,284.6,286.35,5529040,0
2021-07-14 00:00:00+05:30,287.0,287.35,283.0,284.2,6477460,0
2021-07-15 00:00:00+05:30,285.0,293.0,283.25,291.6,7322970,0
2021-07-16 00:00:00+05:30,292.0,294.1,288.8,289.85,3058730,0
2021-07-19 00:00:00+05:30,285.0,288.0,276.4,277.95,8523350,0
2021-07-20 00:00:00+05:30,279.6,282.0,270.2,279.2,6350305,0
2021-07-22 00:00:00+05:30,279.8,280.5,274.0,279.05,8748020,0
2021-07-23 00:00:00+05:30,279.4,281.4,273.8,277.1,5276030,0
2021-07-26 00:00:00+05:30,276.95,281.0,265.15,274.1,4858020,0
2021-07-27 00:00:00+05:30,275.8,282.4,270.5,273.15,8150250,0
2021-07-28 00:00:00+05:30,275.1,275.6,270.0,274.6,6667670,0
2021-07-29 00:00:00+05:30,272.8,276.7,270.8,274.2,3888435,0
2021-07-30 00:00:00+05:30,275.6,282.0,272.0,278.0,7132000,0
2021-08-02 00:00:00+05:30,279.2,286.0,267.15,275.15,16937480,0
2021-08-03 00:00:00+05:30,275.5,277.6,266.6,267.65,10852865,0
2021-08-04 00:00:00+05:30,270.0,271.75,263.0,264.3,12098915,0
2021-08-05 00:00:00+05:30,264.45,267.55,262.05,266.4,7443930,0
2021-08-06 00:00:00+05:30,266.6,268.8,262.5,263.2,6201995,0
2021-08-09 00:00:00+05:30,264.0,264.1,259.0,260.55,5444400,0
2021-08-10 00:00:00+05:30,262.45,262.45,254.05,255.1,6656495,0
2021-08-11 00:00:00+05:30,255.4,259.6,248.75,259.0,7777460,0
2021-08-12 00:00:00+05:30,260.3,263.9,257.45,261.9,4144010,0
2021-08-13 00:00:00+05:30,262.2,262.95,257.65,259.0,4393670,0
2021-08-16 00:00:00+05:30,258.2,261.0,256.35,259.35,4215450,0
2021-08-17 00:00:00+05:30,259.35,259.4,253.0,256.05,5186305,0
2021-08-18 00:00:00+05:30,257.6,260.95,255.3,258.75,4998005,0
2021-08-20 00:00:00+05:30,256.0,257.2,250.0,250.9,4362450,0
2021-08-23 00:00:00+05:30,255.1,255.1,243.2,249.15,5190075,0
2021-08-24 00:00:00+05:30,248.0,256.4,246.25,255.9,4803725,0
2021-08-25 00:00:00+05:30,256.2,259.05,251.9,253.45,5152555,0
2021-08-26 00:00:00+05:30,255.2,259.45,251.4,253.1,6567660,0
2021-08-27 00:00:00+05:30,254.0,258.2,251.55,256.3,3930010,0
2021-08-30 00:00:00+05:30,258.8,267.85,256.65,267.0,7071320,0
2021-08-31 00:00:00+05:30,267.0,271.4,264.1,270.55,7881915,0
2021-09-01 00:00:00+05:30,270.5,271.05,264.55,266.0,6179385,0
2021-09-02 00:00:00+05:30,266.4,269.8,265.3,268.6,3818570,0
2021-09-03 00:00:00+05:30,269.8,277.7,266.6,270.0,8012625,0
2021-09-06 00:00:00+05:30,271.2,275.4,268.0,269.3,3295350,0
2021-09-07 00:00:00+05:30,269.5,273.8,265.2,268.95,6181705,0
2021-09-08 00:00:00+05:30,268.8,276.3,267.65,273.0,8546425,0
2021-09-09 00:00:00+05:30,272.6,272.6,267.1,269.65,3792220,0
2021-09-13 00:00:00+05:30,269.2,269.65,262.15,268.35,3625345,0
2021-09-14 00:00:00+05:30,269.6,274.2,268.85,270.55,3353550,0
2021-09-15 00:00:00+05:30,270.8,275.85,268.4,273.35,5161840,0
2021-09-16 00:00:00+05:30,273.35,282.4,272.6,281.3,10142820,0
2021-09-17 00:00:00+05:30,284.0,285.2,271.1,272.15,9870725,0
2021-09-20 00:00:00+05:30,270.0,274.3,262.15,264.0,4788450,0
2021-09-21 00:00:00+05:30,266.0,267.2,257.15,264.75,4585140,0
2021-09-22 00:00:00+05:30,265.4,270.8,265.4,269.3,3449740,0
2021-09-23 00:00:00+05:30,270.0,277.0,269.3,276.6,5925930,0
2021-09-24 00:00:00+05:30,279.0,281.35,270.2,271.15,5655830,0
2021-09-27 00:00:00+05:30,271.9,272.5,262.8,264.85,5489955,0
2021-09-28 00:00:00+05:30,267.0,269.15,258.5,262.65,4231635,0
2021-09-29 00:00:00+05:30,260.0,262.25,257.2,260.05,4532205,0
2021-09-30 00:00:00+05:30,260.4,265.4,258.6,259.75,7981880,0
2021-10-01 00:00:00+05:30,258.75,259.9,254.65,258.9,4632325,0
2021-10-04 00:00:00+05:30,260.3,270.8,259.2,270.15,6773440,0
2021-10-05 00:00:00+05:30,268.0,271.5,264.85,267.05,4110305,0
2021-10-06 00:00:00+05:30,268.65,268.9,259.7,260.65,3570155,0
2021-10-07 00:00:00+05:30,264.65,269.3,263.15,268.65,3739840,0
2021-10-08 00:00:00+05:30,268.65,270.7,264.7,266.2,2327330,0
2021-10-11 00:00:00+05:30,267.2,268.4,265.2,267.0,2474965,0
2021-10-12 00:00:00+05:30,267.4,268.4,264.0,264.95,2928570,0
2021-10-13 00:00:00+05:30,267.6,274.95,265.2,273.3,7442435,0
2021-10-14 00:00:00+05:30,275.7,279.8,271.35,276.7,8878410,0
2021-10-18 00:00:00+05:30,280.75,283.35,276.05,279.05,5899405,0
2021-10-19 00:00:00+05:30,280.05,291.6,276.75,285.5,14910045,0
2021-10-20 00:00:00+05:30,287.55,294.95,281.35,287.75,10061990,0
2021-10-21 00:00:00+05:30,290.3,300.0,288.25,298.15,11697925,0
2021-10-22 00:00:00+05:30,299.8,311.75,297.05,303.7,19446090,0
2021-10-25 00:00:00+05:30,308.05,308.05,295.7,303.4,8858895,0
2021-10-26 00:00:00+05:30,300.0,317.6,299.3,305.2,9988515,0
2021-10-27 00:00:00+05:30,307.8,311.6,303.4,305.65,4678970,0
2021-10-28 00:00:00+05:30,305.6,305.6,293.9,297.75,5604320,0
2021-10-29 00:00:00+05:30,300.0,300.0,285.0,287.25,6972315,0
2021-11-01 00:00:00+05:30,291.0,291.0,277.85,286.15,8517215,0
2021-11-02 00:00:00+05:30,288.0,324.95,286.45,315.25,16632400,0
2021-11-03 00:00:00+05:30,315.8,328.75,311.75,320.55,15816895,0
2021-11-04 00:00:00+05:30,322.0,325.2,321.6,323.45,1071505,0
2021-11-08 00:00:00+05:30,325.05,334.0,324.2,332.95,8351745,0
2021-11-09 00:00:00+05:30,335.35,339.3,316.2,323.2,12628955,0
2021-11-10 00:00:00+05:30,323.2,328.6,319.9,326.25,6427920,0
2021-11-11 00:00:00+05:30,326.25,328.6,320.25,327.25,5065025,0
2021-11-12 00:00:00+05:30,329.4,329.8,323.2,324.5,5511415,0
2021-11-15 00:00:00+05:30,324.0,325.2,315.55,323.3,3522305,0
2021-11-16 00:00:00+05:30,323.55,332.6,321.6,327.8,5549900,0
2021-11-17 00:00:00+05:30,325.6,330.0,322.1,326.15,3780655,0
2021-11-18 00:00:00+05:30,326.4,328.9,317.05,320.3,4825755,0
2021-11-22 00:00:00+05:30,321.9,321.95,309.65,312.35,5279665,0
2021-11-23 00:00:00+05:30,309.2,320.65,308.75,317.6,3311240,0
2021-11-24 00:00:00+05:30,317.75,320.2,314.0,317.4,2310765,0
2021-11-25 00:00:00+05:30,318.0,318.0,306.0,314.2,4290100,0
2021-11-26 00:00:00+05:30,308.4,311.4,286.9,289.35,6705735,0
2021-11-29 00:00:00+05:30,286.7,289.0,277.7,280.65,4893890,0
2021-11-30 00:00:00+05:30,280.6,289.3,279.1,281.35,8840830,0
2021-12-01 00:00:00+05:30,286.0,289.8,279.95,288.75,5539860,0
2021-12-02 00:00:00+05:30,288.0,292.0,285.25,289.8,3870920,0
2021-12-03 00:00:00+05:30,289.35,295.8,287.75,289.45,3863635,0
2021-12-06 00:00:00+05:30,290.0,295.0,288.4,290.05,2886375,0
2021-12-07 00:00:00+05:30,292.6,295.25,288.35,292.7,3802710,0
2021-12-08 00:00:00+05:30,294.0,299.35,292.8,298.45,4314475,0
2021-12-09 00:00:00+05:30,300.0,301.9,297.35,298.8,2145005,0
2021-12-10 00:00:00+05:30,300.0,303.4,295.1,300.85,2745385,0
2021-12-13 00:00:00+05:30,304.0,306.35,281.8,295.15,9169260,0
2021-12-14 00:00:00+05:30,292.2,292.75,274.0,276.8,9079580,0
2021-12-15 00:00:00+05:30,277.2,278.15,270.0,271.55,4271675,0
2021-12-16 00:00:00+05:30,274.3,276.55,265.2,266.35,6199315,0
2021-12-17 00:00:00+05:30,265.0,266.75,253.15,254.75,5310545,0
2021-12-20 00:00:00+05:30,250.0,252.7,231.75,240.1,8903280,0
2021-12-21 00:00:00+05:30,245.0,245.0,233.2,234.75,6125145,0
2021-12-22 00:00:00+05:30,236.4,238.4,231.45,234.5,4092265,0
2021-12-23 00:00:00+05:30,236.4,244.0,235.75,242.05,6141175,0
2021-12-24 00:00:00+05:30,244.0,244.0,233.15,235.5,5577935,0
2021-12-27 00:00:00+05:30,235.5,245.6,234.25,243.75,8997655,0
2021-12-28 00:00:00+05:30,245.0,249.35,241.0,242.35,4005800,0
2021-12-29 00:00:00+05:30,243.25,245.0,240.45,242.35,5363660,0
2021-12-30 00:00:00+05:30,242.4,243.0,237.0,239.65,4008980,0
2021-12-31 00:00:00+05:30,240.95,246.3,240.4,243.4,5290815,0
2022-01-03 00:00:00+05:30,244.35,251.65,243.5,250.15,2860025,0
2022-01-04 00:00:00+05:30,251.4,255.25,246.25,250.6,6387390,0
2022-01-05 00:00:00+05:30,250.6,255.35,249.0,249.95,4206620,0
2022-01-06 00:00:00+05:30,249.8,249.8,241.8,243.25,4892065,0
2022-01-07 00:00:00+05:30,243.25,246.25,240.8,243.1,4311580,0
2022-01-10 00:00:00+05:30,244.0,248.6,241.65,244.6,4850740,0
2022-01-11 00:00:00+05:30,244.5,246.35,241.6,244.7,3000215,0
2022-01-12 00:00:00+05:30,245.2,249.8,244.8,249.05,6283615,0
2022-01-13 00:00:00+05:30,250.75,251.4,246.8,249.5,3167295,0
2022-01-14 00:00:00+05:30,248.1,252.95,245.8,248.05,4270915,0
2022-01-17 00:00:00+05:30,248.4,251.0,247.4,247.8,2446195,0
2022-01-18 00:00:00+05:30,247.0,253.4,237.25,240.8,7134135,0
2022-01-19 00:00:00+05:30,241.0,241.3,234.2,239.05,5312500,0
2022-01-20 00:00:00+05:30,239.6,246.85,239.4,244.2,6465015,0
2022-01-21 00:00:00+05:30,242.8,244.75,237.0,239.7,5834040,0
2022-01-24 00:00:00+05:30,239.0,240.6,228.2,230.9,9353860,0
2022-01-25 00:00:00+05:30,228.0,240.55,220.65,233.35,10473610,0
2022-01-27 00:00:00+05:30,236.0,249.55,234.0,248.2,14742195,0
2022-01-28 00:00:00+05:30,250.0,259.95,247.2,248.55,9290465,0
2022-01-31 00:00:00+05:30,251.8,254.4,245.0,245.7,4867125,0
2022-02-01 00:00:00+05:30,249.7,258.0,246.9,256.05,5528990,0
2022-02-02 00:00:00+05:30,258.2,260.85,254.2,256.75,4547020,0
2022-02-03 00:00:00+05:30,257.4,257.4,251.0,252.65,2367305,0
2022-02-04 00:00:00+05:30,252.0,253.5,245.8,246.65,2633985,0
2022-02-07 00:00:00+05:30,247.0,250.2,242.2,243.75,2030295,0
2022-02-08 00:00:00+05:30,245.1,249.05,241.35,248.05,3807905,0
2022-02-09 00:00:00+05:30,248.0,250.8,246.6,249.05,2220130,0
2022-02-10 00:00:00+05:30,249.0,255.0,246.4,253.1,3166790,0
2022-02-11 00:00:00+05:30,250.6,252.8,245.65,247.1,2919870,0
2022-02-14 00:00:00+05:30,241.2,241.2,230.7,232.15,6578230,0
2022-02-15 00:00:00+05:30,234.2,244.2,228.65,241.6,4886570,0
2022-02-16 00:00:00+05:30,244.8,254.9,243.2,244.1,9347585,0
2022-02-17 00:00:00+05:30,246.4,256.45,245.9,255.5,11096160,0
2022-02-18 00:00:00+05:30,253.8,258.4,250.1,251.6,6084335,0
2022-02-21 00:00:00+05:30,248.8,250.5,242.0,244.05,4546015,0
2022-02-22 00:00:00+05:30,240.0,243.2,235.25,240.85,4408165,0
2022-02-23 00:00:00+05:30,243.6,244.35,234.3,235.0,4670295,0
2022-02-24 00:00:00+05:30,228.0,230.9,212.0,213.7,7525505,0
2022-02-25 00:00:00+05:30,223.1,231.9,220.45,225.5,9287685,0
2022-02-28 00:00:00+05:30,221.8,225.6,216.2,224.85,6854355,0
2022-03-02 00:00:00+05:30,220.6,229.45,213.2,219.1,8430100,0
2022-03-03 00:00:00+05:30,223.4,227.2,218.8,221.1,5518095,0
2022-03-04 00:00:00+05:30,219.8,223.3,216.2,217.85,5340955,0
2022-03-07 00:00:00+05:30,211.0,211.95,203.25,204.25,4901560,0
2022-03-08 00:00:00+05:30,203.2,209.95,200.4,208.3,12217785,0
2022-03-09 00:00:00+05:30,212.25,214.45,208.25,212.35,6415045,0
2022-03-10 00:00:00+05:30,219.6,220.0,211.0,215.9,8349665,0
